source,file_name,eol,valid_cycle_number,usable_length
MICH,MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a.pkl,362.0,477,362.0
MICH,MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b.pkl,302.0,491,302.0
MICH,MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c.pkl,390.0,540,390.0
MICH,MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d.pkl,329.0,477,329.0
MICH,MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e.pkl,407.0,589,407.0
MICH,MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f.pkl,413.0,589,413.0
MICH,MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g.pkl,376.0,540,376.0
MICH,MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h.pkl,380.0,589,380.0
MICH,MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i.pkl,355.0,553,355.0
MICH,MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j.pkl,375.0,540,375.0
MICH,MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a.pkl,365.0,512,365.0
MICH,MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b.pkl,379.0,492,379.0
MICH,MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c.pkl,387.0,502,387.0
MICH,MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d.pkl,457.0,581,457.0
MICH,MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e.pkl,351.0,446,351.0
MICH,MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f.pkl,379.0,541,379.0
MICH,MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g.pkl,404.0,541,404.0
MICH,MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h.pkl,363.0,502,363.0
MICH,MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i.pkl,395.0,541,395.0
MICH,MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j.pkl,392.0,540,392.0
MICH_EXP,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C.pkl,269.0,379,269.0
MICH_EXP,MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C.pkl,204.0,293,204.0
MICH_EXP,MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C.pkl,107.0,103,103.0
MICH_EXP,MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C.pkl,174.0,327,174.0
MICH_EXP,MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C.pkl,1.0,573,1.0
MICH_EXP,MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C.pkl,131.0,177,131.0
MICH_EXP,MICH_07R_pouch_NMC_25C_0-100_2-2C.pkl,112.0,245,112.0
MICH_EXP,MICH_08C_pouch_NMC_-5C_0-100_2-2C.pkl,1.0,573,1.0
MICH_EXP,MICH_09H_pouch_NMC_45C_0-100_2-2C.pkl,99.0,175,99.0
MICH_EXP,MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C.pkl,268.0,439,268.0
MICH_EXP,MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C.pkl,1.0,540,1.0
MICH_EXP,MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C.pkl,115.0,182,115.0
MICH_EXP,MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C.pkl,,532,
MICH_EXP,MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C.pkl,,452,
MICH_EXP,MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C.pkl,,171,
MICH_EXP,MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C.pkl,,532,
MICH_EXP,MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C.pkl,,557,
MICH_EXP,MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C.pkl,,295,
NA-ion,NA-ion_270040-1-1-64.pkl,,91,
NA-ion,NA-ion_270040-1-2-63.pkl,177.0,235,177.0
NA-ion,NA-ion_270040-1-3-62.pkl,268.0,175,175.0
NA-ion,NA-ion_270040-1-4-61.pkl,,232,
NA-ion,NA-ion_270040-1-5-60.pkl,165.0,236,165.0
NA-ion,NA-ion_270040-1-6-59.pkl,201.0,240,201.0
NA-ion,NA-ion_270040-1-7-58.pkl,214.0,223,214.0
NA-ion,NA-ion_270040-1-8-57.pkl,307.0,240,240.0
NA-ion,NA-ion_270040-2-1-12.pkl,,121,
NA-ion,NA-ion_270040-2-2-12.pkl,158.0,128,128.0
NA-ion,NA-ion_270040-2-3-12.pkl,,121,
NA-ion,NA-ion_270040-2-4-12.pkl,,134,
NA-ion,NA-ion_270040-2-5-12.pkl,117.0,129,117.0
NA-ion,NA-ion_270040-2-6-12.pkl,,134,
NA-ion,NA-ion_270040-2-7-12.pkl,,132,
NA-ion,NA-ion_270040-2-8-12.pkl,,120,
NA-ion,NA-ion_270040-3-1-56.pkl,128.0,205,128.0
NA-ion,NA-ion_270040-3-2-55.pkl,200.0,215,200.0
NA-ion,NA-ion_270040-3-3-54.pkl,132.0,233,132.0
NA-ion,NA-ion_270040-3-4-53.pkl,184.0,225,184.0
NA-ion,NA-ion_270040-3-5-52.pkl,231.0,251,231.0
NA-ion,NA-ion_270040-3-6-51.pkl,,246,
NA-ion,NA-ion_270040-3-7-50.pkl,108.0,184,108.0
NA-ion,NA-ion_270040-3-8-49.pkl,251.0,251,251.0
NA-ion,NA-ion_270040-4-1-48.pkl,235.0,249,235.0
NA-ion,NA-ion_270040-4-2-47.pkl,196.0,202,196.0
NA-ion,NA-ion_270040-4-3-46.pkl,227.0,243,227.0
NA-ion,NA-ion_270040-4-4-45.pkl,,234,
NA-ion,NA-ion_270040-4-5-44.pkl,,244,
NA-ion,NA-ion_270040-4-6-43.pkl,142.0,194,142.0
NA-ion,NA-ion_270040-4-7-42.pkl,,237,
NA-ion,NA-ion_270040-4-8-41.pkl,,100,
NA-ion,NA-ion_270040-5-1-39.pkl,128.0,225,128.0
NA-ion,NA-ion_270040-5-2-38.pkl,120.0,226,120.0
NA-ion,NA-ion_270040-5-3-37.pkl,255.0,211,211.0
NA-ion,NA-ion_270040-5-4-36.pkl,,108,
NA-ion,NA-ion_270040-5-5-35.pkl,180.0,244,180.0
NA-ion,NA-ion_270040-5-6-34.pkl,131.0,223,131.0
NA-ion,NA-ion_270040-5-7-33.pkl,177.0,212,177.0
NA-ion,NA-ion_270040-5-8-32.pkl,102.0,200,102.0
NA-ion,NA-ion_270040-6-1-31.pkl,,244,
NA-ion,NA-ion_270040-6-2-30.pkl,154.0,171,154.0
NA-ion,NA-ion_270040-6-3-29.pkl,,239,
NA-ion,NA-ion_270040-6-4-28.pkl,,238,
NA-ion,NA-ion_270040-6-5-27.pkl,,101,
NA-ion,NA-ion_270040-6-6-26.pkl,232.0,241,232.0
NA-ion,NA-ion_270040-6-7-25.pkl,,239,
NA-ion,NA-ion_270040-6-8-24.pkl,269.0,235,235.0
NA-ion,NA-ion_270040-7-1-23.pkl,182.0,248,182.0
NA-ion,NA-ion_270040-7-2-22.pkl,,179,
NA-ion,NA-ion_270040-7-3-21.pkl,,242,
NA-ion,NA-ion_270040-8-1-20.pkl,,239,
NA-ion,NA-ion_270040-8-2-19.pkl,,239,
NA-ion,NA-ion_270040-8-3-18.pkl,,97,
NA-ion,NA-ion_270040-8-4-17.pkl,,237,
NA-ion,NA-ion_270040-8-5-16.pkl,148.0,128,128.0
NA-ion,NA-ion_270040-8-6-15.pkl,,236,
NA-ion,NA-ion_270040-8-7-14.pkl,,234,
NA-ion,NA-ion_270040-8-8-13.pkl,,239,
NA-ion,NA-ion_2850-30_20250117105706_DefaultGroup_45_2.pkl,,170,
NA-ion,NA-ion_4000-30_20250115110206_DefaultGroup_45_1.pkl,119.0,119,119.0
NA-ion,NA-ion_4500-30_20250114232539_DefaultGroup_45_8.pkl,164.0,164,164.0
NA-ion,NA-ion_5000-25_20250115110326_DefaultGroup_38_1.pkl,135.0,135,135.0
NA-ion,NA-ion_5000-25_20250115110326_DefaultGroup_38_2.pkl,,137,
RWTH,RWTH_002.pkl,737.0,2413,737.0
RWTH,RWTH_003.pkl,621.0,2437,621.0
RWTH,RWTH_004.pkl,630.0,2416,630.0
RWTH,RWTH_005.pkl,740.0,2396,740.0
RWTH,RWTH_006.pkl,720.0,2418,720.0
RWTH,RWTH_007.pkl,752.0,2414,752.0
RWTH,RWTH_008.pkl,688.0,2415,688.0
RWTH,RWTH_009.pkl,629.0,2399,629.0
RWTH,RWTH_010.pkl,696.0,2441,696.0
RWTH,RWTH_011.pkl,669.0,2437,669.0
RWTH,RWTH_012.pkl,778.0,2448,778.0
RWTH,RWTH_013.pkl,700.0,2447,700.0
RWTH,RWTH_014.pkl,579.0,2309,579.0
RWTH,RWTH_015.pkl,759.0,2287,759.0
RWTH,RWTH_016.pkl,740.0,2286,740.0
RWTH,RWTH_017.pkl,627.0,2279,627.0
RWTH,RWTH_018.pkl,678.0,2244,678.0
RWTH,RWTH_019.pkl,585.0,2287,585.0
RWTH,RWTH_020.pkl,695.0,2237,695.0
RWTH,RWTH_021.pkl,614.0,2283,614.0
RWTH,RWTH_022.pkl,616.0,2283,616.0
RWTH,RWTH_023.pkl,722.0,2322,722.0
RWTH,RWTH_024.pkl,761.0,2321,761.0
RWTH,RWTH_025.pkl,706.0,2309,706.0
RWTH,RWTH_026.pkl,575.0,2007,575.0
RWTH,RWTH_027.pkl,581.0,2012,581.0
RWTH,RWTH_028.pkl,607.0,2010,607.0
RWTH,RWTH_029.pkl,643.0,2011,643.0
RWTH,RWTH_030.pkl,678.0,1488,678.0
RWTH,RWTH_031.pkl,714.0,2264,714.0
RWTH,RWTH_032.pkl,667.0,2283,667.0
RWTH,RWTH_033.pkl,732.0,2259,732.0
RWTH,RWTH_034.pkl,663.0,2126,663.0
RWTH,RWTH_035.pkl,669.0,2153,669.0
RWTH,RWTH_036.pkl,710.0,2149,710.0
RWTH,RWTH_037.pkl,677.0,2168,677.0
RWTH,RWTH_038.pkl,510.0,1964,510.0
RWTH,RWTH_039.pkl,538.0,1948,538.0
RWTH,RWTH_040.pkl,533.0,1944,533.0
RWTH,RWTH_041.pkl,596.0,1944,596.0
RWTH,RWTH_042.pkl,599.0,1896,599.0
RWTH,RWTH_043.pkl,658.0,1895,658.0
RWTH,RWTH_044.pkl,651.0,1894,651.0
RWTH,RWTH_045.pkl,636.0,1896,636.0
RWTH,RWTH_046.pkl,576.0,2136,576.0
RWTH,RWTH_047.pkl,629.0,2151,629.0
RWTH,RWTH_048.pkl,623.0,2136,623.0
RWTH,RWTH_049.pkl,670.0,2135,670.0
SDU,SDU_Battery_1.pkl,820.0,961,820.0
SDU,SDU_Battery_10.pkl,399.0,436,399.0
SDU,SDU_Battery_11.pkl,543.0,555,543.0
SDU,SDU_Battery_12.pkl,465.0,486,465.0
SDU,SDU_Battery_13.pkl,498.0,521,498.0
SDU,SDU_Battery_14.pkl,485.0,511,485.0
SDU,SDU_Battery_15.pkl,560.0,586,560.0
SDU,SDU_Battery_16.pkl,565.0,586,565.0
SDU,SDU_Battery_17.pkl,411.0,410,410.0
SDU,SDU_Battery_18.pkl,441.0,441,441.0
SDU,SDU_Battery_19.pkl,416.0,416,416.0
SDU,SDU_Battery_2.pkl,789.0,895,789.0
SDU,SDU_Battery_20.pkl,423.0,416,416.0
SDU,SDU_Battery_21.pkl,484.0,486,484.0
SDU,SDU_Battery_22.pkl,493.0,491,491.0
SDU,SDU_Battery_23.pkl,413.0,486,413.0
SDU,SDU_Battery_24.pkl,365.0,441,365.0
SDU,SDU_Battery_25.pkl,355.0,441,355.0
SDU,SDU_Battery_26.pkl,480.0,546,480.0
SDU,SDU_Battery_27.pkl,410.0,491,410.0
SDU,SDU_Battery_28.pkl,389.0,461,389.0
SDU,SDU_Battery_29.pkl,395.0,491,395.0
SDU,SDU_Battery_3.pkl,694.0,856,694.0
SDU,SDU_Battery_30.pkl,374.0,446,374.0
SDU,SDU_Battery_31.pkl,138.0,181,138.0
SDU,SDU_Battery_32.pkl,,126,
SDU,SDU_Battery_33.pkl,150.0,196,150.0
SDU,SDU_Battery_34.pkl,124.0,166,124.0
SDU,SDU_Battery_35.pkl,113.0,156,113.0
SDU,SDU_Battery_36.pkl,104.0,141,104.0
SDU,SDU_Battery_37.pkl,110.0,151,110.0
SDU,SDU_Battery_38.pkl,,111,
SDU,SDU_Battery_39.pkl,,76,
SDU,SDU_Battery_4.pkl,770.0,886,770.0
SDU,SDU_Battery_40.pkl,,71,
SDU,SDU_Battery_41.pkl,,91,
SDU,SDU_Battery_42.pkl,,76,
SDU,SDU_Battery_43.pkl,,76,
SDU,SDU_Battery_44.pkl,,66,
SDU,SDU_Battery_45.pkl,794.0,1121,794.0
SDU,SDU_Battery_46.pkl,760.0,1076,760.0
SDU,SDU_Battery_47.pkl,820.0,1126,820.0
SDU,SDU_Battery_48.pkl,762.0,1059,762.0
SDU,SDU_Battery_49.pkl,884.0,1351,884.0
SDU,SDU_Battery_5.pkl,845.0,1056,845.0
SDU,SDU_Battery_50.pkl,919.0,1414,919.0
SDU,SDU_Battery_51.pkl,927.0,1426,927.0
SDU,SDU_Battery_52.pkl,848.0,1251,848.0
SDU,SDU_Battery_53.pkl,104.0,126,104.0
SDU,SDU_Battery_54.pkl,169.0,196,169.0
SDU,SDU_Battery_55.pkl,113.0,131,113.0
SDU,SDU_Battery_56.pkl,124.0,146,124.0
SDU,SDU_Battery_57.pkl,,91,
SDU,SDU_Battery_58.pkl,,76,
SDU,SDU_Battery_59.pkl,,91,
SDU,SDU_Battery_6.pkl,905.0,1116,905.0
SDU,SDU_Battery_60.pkl,,86,
SDU,SDU_Battery_61.pkl,373.0,396,373.0
SDU,SDU_Battery_62.pkl,415.0,436,415.0
SDU,SDU_Battery_63.pkl,329.0,366,329.0
SDU,SDU_Battery_64.pkl,389.0,416,389.0
SDU,SDU_Battery_65.pkl,245.0,235,235.0
SDU,SDU_Battery_66.pkl,284.0,276,276.0
SDU,SDU_Battery_67.pkl,185.0,186,185.0
SDU,SDU_Battery_68.pkl,199.0,196,196.0
SDU,SDU_Battery_69.pkl,,76,
SDU,SDU_Battery_7.pkl,890.0,1046,890.0
SDU,SDU_Battery_70.pkl,,111,
SDU,SDU_Battery_71.pkl,,86,
SDU,SDU_Battery_72.pkl,,86,
SDU,SDU_Battery_73.pkl,1180.0,1180,1180.0
SDU,SDU_Battery_74.pkl,1320.0,1320,1320.0
SDU,SDU_Battery_75.pkl,955.0,955,955.0
SDU,SDU_Battery_76.pkl,1049.0,1125,1049.0
SDU,SDU_Battery_77.pkl,1005.0,1071,1005.0
SDU,SDU_Battery_78.pkl,959.0,1026,959.0
SDU,SDU_Battery_79.pkl,1024.0,1081,1024.0
SDU,SDU_Battery_8.pkl,579.0,711,579.0
SDU,SDU_Battery_80.pkl,999.0,1065,999.0
SDU,SDU_Battery_81.pkl,1114.0,1191,1114.0
SDU,SDU_Battery_82.pkl,1074.0,1145,1074.0
SDU,SDU_Battery_83.pkl,933.0,1200,933.0
SDU,SDU_Battery_84.pkl,844.0,1136,844.0
SDU,SDU_Battery_85.pkl,1005.0,1206,1005.0
SDU,SDU_Battery_86.pkl,859.0,1041,859.0
SDU,SDU_Battery_9.pkl,383.0,416,383.0
SNL,SNL_18650_LFP_15C_0-100_0.5-2C_b.pkl,,3754,
SNL,SNL_18650_LFP_25C_0-100_0.5-0.5C_a.pkl,,3050,
SNL,SNL_18650_LFP_25C_0-100_0.5-1C_a.pkl,,3545,
SNL,SNL_18650_LFP_25C_0-100_0.5-1C_b.pkl,,3636,
SNL,SNL_18650_LFP_25C_0-100_0.5-1C_c.pkl,,3038,
SNL,SNL_18650_LFP_25C_0-100_0.5-1C_d.pkl,,3038,
SNL,SNL_18650_LFP_25C_0-100_0.5-2C_a.pkl,,3544,
SNL,SNL_18650_LFP_25C_0-100_0.5-2C_b.pkl,,4050,
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_a.pkl,3197.0,4569,3197.0
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_b.pkl,2902.0,4062,2902.0
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_c.pkl,2325.0,3555,2325.0
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,3139.0,4062,3139.0
SNL,SNL_18650_LFP_35C_0-100_0.5-1C_a.pkl,,3156,
SNL,SNL_18650_LFP_35C_0-100_0.5-1C_b.pkl,3162.0,3342,3162.0
SNL,SNL_18650_LFP_35C_0-100_0.5-1C_c.pkl,3308.0,3342,3308.0
SNL,SNL_18650_LFP_35C_0-100_0.5-1C_d.pkl,3768.0,3798,3768.0
SNL,SNL_18650_LFP_35C_0-100_0.5-2C_a.pkl,3842.0,3856,3842.0
SNL,SNL_18650_LFP_35C_0-100_0.5-2C_b.pkl,2651.0,3598,2651.0
SNL,SNL_18650_NCA_15C_0-100_0.5-1C_a.pkl,331.0,522,331.0
SNL,SNL_18650_NCA_15C_0-100_0.5-1C_b.pkl,632.0,918,632.0
SNL,SNL_18650_NCA_15C_0-100_0.5-2C_a.pkl,226.0,916,226.0
SNL,SNL_18650_NCA_15C_0-100_0.5-2C_b.pkl,250.0,784,250.0
SNL,SNL_18650_NCA_25C_0-100_0.5-0.5C_a.pkl,296.0,513,296.0
SNL,SNL_18650_NCA_25C_0-100_0.5-0.5C_b.pkl,180.0,916,180.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,378.0,654,378.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_b.pkl,310.0,522,310.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_c.pkl,333.0,522,333.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_d.pkl,382.0,654,382.0
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_a.pkl,335.0,786,335.0
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_b.pkl,320.0,786,320.0
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_a.pkl,711.0,1123,711.0
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_b.pkl,976.0,1250,976.0
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_c.pkl,792.0,1251,792.0
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_d.pkl,840.0,1509,840.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_a.pkl,395.0,515,395.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_b.pkl,337.0,464,337.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_c.pkl,406.0,515,406.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_d.pkl,444.0,654,444.0
SNL,SNL_18650_NCA_35C_0-100_0.5-2C_a.pkl,263.0,654,263.0
SNL,SNL_18650_NCA_35C_0-100_0.5-2C_b.pkl,229.0,786,229.0
SNL,SNL_18650_NMC_15C_0-100_0.5-1C_a.pkl,147.0,513,147.0
SNL,SNL_18650_NMC_15C_0-100_0.5-1C_b.pkl,143.0,513,143.0
SNL,SNL_18650_NMC_15C_0-100_0.5-2C_a.pkl,152.0,389,152.0
SNL,SNL_18650_NMC_15C_0-100_0.5-2C_b.pkl,143.0,389,143.0
SNL,SNL_18650_NMC_25C_0-100_0.5-0.5C_b.pkl,506.0,679,506.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_a.pkl,406.0,521,406.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_b.pkl,468.0,785,468.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_c.pkl,333.0,397,333.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_d.pkl,391.0,529,391.0
SNL,SNL_18650_NMC_25C_0-100_0.5-2C_a.pkl,333.0,661,333.0
SNL,SNL_18650_NMC_25C_0-100_0.5-2C_b.pkl,492.0,1321,492.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_a.pkl,422.0,730,422.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_b.pkl,428.0,552,428.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_c.pkl,602.0,698,602.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_d.pkl,600.0,905,600.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_a.pkl,500.0,786,500.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_b.pkl,523.0,786,523.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_c.pkl,637.0,785,637.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_d.pkl,592.0,786,592.0
SNL,SNL_18650_NMC_35C_0-100_0.5-2C_a.pkl,639.0,786,639.0
SNL,SNL_18650_NMC_35C_0-100_0.5-2C_b.pkl,566.0,772,566.0
Stanford,Stanford_Nova_Regular_191.pkl,665.0,1042,665.0
Stanford,Stanford_Nova_Regular_192.pkl,621.0,934,621.0
Stanford,Stanford_Nova_Regular_193.pkl,612.0,847,612.0
Stanford,Stanford_Nova_Regular_194.pkl,621.0,971,621.0
Stanford,Stanford_Nova_Regular_195.pkl,603.0,1019,603.0
Stanford,Stanford_Nova_Regular_196.pkl,647.0,932,647.0
Stanford,Stanford_Nova_Regular_198.pkl,556.0,848,556.0
Stanford,Stanford_Nova_Regular_199.pkl,606.0,1006,606.0
Stanford,Stanford_Nova_Regular_200.pkl,572.0,1027,572.0
Stanford,Stanford_Nova_Regular_201.pkl,669.0,919,669.0
Stanford,Stanford_Nova_Regular_202.pkl,613.0,1016,613.0
Stanford,Stanford_Nova_Regular_203.pkl,642.0,831,642.0
Stanford,Stanford_Nova_Regular_204.pkl,587.0,835,587.0
Stanford,Stanford_Nova_Regular_205.pkl,714.0,833,714.0
Stanford,Stanford_Nova_Regular_206.pkl,718.0,1050,718.0
Stanford,Stanford_Nova_Regular_207.pkl,682.0,1105,682.0
Stanford,Stanford_Nova_Regular_208.pkl,629.0,776,629.0
Stanford,Stanford_Nova_Regular_209.pkl,618.0,899,618.0
Stanford,Stanford_Nova_Regular_210.pkl,631.0,794,631.0
Stanford,Stanford_Nova_Regular_211.pkl,722.0,981,722.0
Stanford,Stanford_Nova_Regular_212.pkl,672.0,804,672.0
Stanford,Stanford_Nova_Regular_213.pkl,613.0,1020,613.0
Stanford,Stanford_Nova_Regular_214.pkl,885.0,925,885.0
Stanford,Stanford_Nova_Regular_215.pkl,749.0,1099,749.0
Stanford,Stanford_Nova_Regular_216.pkl,805.0,922,805.0
Stanford,Stanford_Nova_Regular_217.pkl,640.0,1044,640.0
Stanford,Stanford_Nova_Regular_219.pkl,597.0,838,597.0
Stanford,Stanford_Nova_Regular_220.pkl,736.0,1019,736.0
Stanford,Stanford_Nova_Regular_221.pkl,596.0,848,596.0
Stanford,Stanford_Nova_Regular_222.pkl,646.0,824,646.0
Stanford,Stanford_Nova_Regular_223.pkl,886.0,1037,886.0
Stanford,Stanford_Nova_Regular_224.pkl,1004.0,1420,1004.0
Stanford,Stanford_Nova_Regular_225.pkl,859.0,1042,859.0
Stanford,Stanford_Nova_Regular_226.pkl,824.0,1128,824.0
Stanford,Stanford_Nova_Regular_227.pkl,909.0,1133,909.0
Stanford,Stanford_Nova_Regular_228.pkl,917.0,1124,917.0
Stanford,Stanford_Nova_Regular_229.pkl,834.0,936,834.0
Stanford,Stanford_Nova_Regular_230.pkl,881.0,1219,881.0
Stanford,Stanford_Nova_Regular_Ref_100.pkl,668.0,785,668.0
Stanford,Stanford_Nova_Regular_Ref_101.pkl,665.0,778,665.0
Stanford,Stanford_Nova_Regular_Ref_102.pkl,473.0,719,473.0
Stanford_2,Stanford_Nova_Regular_100.pkl,470.0,919,470.0
Stanford_2,Stanford_Nova_Regular_101.pkl,533.0,859,533.0
Stanford_2,Stanford_Nova_Regular_102.pkl,534.0,1032,534.0
Stanford_2,Stanford_Nova_Regular_103.pkl,470.0,819,470.0
Stanford_2,Stanford_Nova_Regular_104.pkl,589.0,1012,589.0
Stanford_2,Stanford_Nova_Regular_105.pkl,514.0,773,514.0
Stanford_2,Stanford_Nova_Regular_106.pkl,817.0,1043,817.0
Stanford_2,Stanford_Nova_Regular_107.pkl,837.0,1039,837.0
Stanford_2,Stanford_Nova_Regular_108.pkl,804.0,1040,804.0
Stanford_2,Stanford_Nova_Regular_109.pkl,618.0,1171,618.0
Stanford_2,Stanford_Nova_Regular_110.pkl,636.0,1023,636.0
Stanford_2,Stanford_Nova_Regular_112.pkl,525.0,819,525.0
Stanford_2,Stanford_Nova_Regular_113.pkl,540.0,930,540.0
Stanford_2,Stanford_Nova_Regular_114.pkl,564.0,1031,564.0
Stanford_2,Stanford_Nova_Regular_115.pkl,488.0,838,488.0
Stanford_2,Stanford_Nova_Regular_116.pkl,463.0,1043,463.0
Stanford_2,Stanford_Nova_Regular_117.pkl,576.0,934,576.0
Stanford_2,Stanford_Nova_Regular_118.pkl,564.0,881,564.0
Stanford_2,Stanford_Nova_Regular_119.pkl,634.0,835,634.0
Stanford_2,Stanford_Nova_Regular_120.pkl,700.0,861,700.0
Stanford_2,Stanford_Nova_Regular_121.pkl,540.0,836,540.0
Stanford_2,Stanford_Nova_Regular_122.pkl,643.0,820,643.0
Stanford_2,Stanford_Nova_Regular_123.pkl,533.0,854,533.0
Stanford_2,Stanford_Nova_Regular_124.pkl,641.0,924,641.0
Stanford_2,Stanford_Nova_Regular_125.pkl,593.0,985,593.0
Stanford_2,Stanford_Nova_Regular_126.pkl,628.0,1159,628.0
Stanford_2,Stanford_Nova_Regular_127.pkl,858.0,1020,858.0
Stanford_2,Stanford_Nova_Regular_128.pkl,780.0,1050,780.0
Stanford_2,Stanford_Nova_Regular_129.pkl,798.0,1050,798.0
Stanford_2,Stanford_Nova_Regular_130.pkl,809.0,938,809.0
Stanford_2,Stanford_Nova_Regular_131.pkl,682.0,873,682.0
Stanford_2,Stanford_Nova_Regular_134.pkl,757.0,966,757.0
Stanford_2,Stanford_Nova_Regular_135.pkl,542.0,830,542.0
Stanford_2,Stanford_Nova_Regular_136.pkl,660.0,980,660.0
Stanford_2,Stanford_Nova_Regular_137.pkl,678.0,1024,678.0
Stanford_2,Stanford_Nova_Regular_138.pkl,701.0,928,701.0
Stanford_2,Stanford_Nova_Regular_139.pkl,636.0,1161,636.0
Stanford_2,Stanford_Nova_Regular_140.pkl,608.0,924,608.0
Stanford_2,Stanford_Nova_Regular_141.pkl,610.0,849,610.0
Stanford_2,Stanford_Nova_Regular_142.pkl,907.0,1019,907.0
Stanford_2,Stanford_Nova_Regular_143.pkl,1046.0,1300,1046.0
Stanford_2,Stanford_Nova_Regular_144.pkl,841.0,935,841.0
Stanford_2,Stanford_Nova_Regular_145.pkl,664.0,921,664.0
Stanford_2,Stanford_Nova_Regular_146.pkl,635.0,920,635.0
Stanford_2,Stanford_Nova_Regular_147.pkl,595.0,897,595.0
Stanford_2,Stanford_Nova_Regular_148.pkl,567.0,1019,567.0
Stanford_2,Stanford_Nova_Regular_149.pkl,537.0,1083,537.0
Stanford_2,Stanford_Nova_Regular_150.pkl,469.0,856,469.0
Stanford_2,Stanford_Nova_Regular_151.pkl,731.0,923,731.0
Stanford_2,Stanford_Nova_Regular_152.pkl,615.0,1001,615.0
Stanford_2,Stanford_Nova_Regular_154.pkl,713.0,956,713.0
Stanford_2,Stanford_Nova_Regular_155.pkl,728.0,934,728.0
Stanford_2,Stanford_Nova_Regular_156.pkl,583.0,1006,583.0
Stanford_2,Stanford_Nova_Regular_157.pkl,849.0,1068,849.0
Stanford_2,Stanford_Nova_Regular_158.pkl,792.0,927,792.0
Stanford_2,Stanford_Nova_Regular_159.pkl,702.0,968,702.0
Stanford_2,Stanford_Nova_Regular_160.pkl,682.0,1012,682.0
Stanford_2,Stanford_Nova_Regular_161.pkl,554.0,921,554.0
